지역,umdNm,aptNm,buildYear,addr,excluUseAr,floor,dealYear,dealMonth,dealDay,dealAmount_만원,dealAmount_억
서울 서대문구,남가좌동,래미안루센티아,2020,거북골로,59.98,2,2026,1,12,125000,12.5
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,8,2026,1,7,130000,13.0
서울 서대문구,남가좌동,DMC파크뷰자이3단지,2015,가재울미래로,59.981,14,2026,1,6,127000,12.7
서울 서대문구,홍은동,e편한세상서대문,2023,통일로,59.991,13,2026,1,4,114000,11.4
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,59.58,13,2026,2,28,129000,12.9
서울 서대문구,홍제동,홍제센트럴IPARK,2020,통일로,59.9728,6,2026,2,28,130000,13.0
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,59.91,7,2026,2,27,119000,11.9
서울 서대문구,남가좌동,래미안남가좌2차,2005,수색로6길,59.788,6,2026,2,13,119900,11.99
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,15,2026,2,22,133000,13.3
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.99,4,2026,2,20,137000,13.7
서울 서대문구,남가좌동,래미안루센티아,2020,거북골로,59.98,8,2026,2,13,127000,12.7
서울 서대문구,홍은동,북한산더샵,2017,통일로,59.899,5,2026,2,13,111000,11.1
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,13,2026,2,10,128000,12.8
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,11,2026,2,6,120000,12.0
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,13,2026,2,9,130000,13.0
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,6,2026,2,9,127100,12.71
서울 서대문구,남가좌동,DMC금호리첸시아,2024,수색로2길,59.8295,29,2026,2,9,130000,13.0
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,2,2026,2,7,128000,12.8
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,20,2026,2,7,130000,13.0
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.99,11,2026,2,7,137000,13.7
서울 서대문구,남가좌동,래미안루센티아,2020,거북골로,59.98,16,2026,2,6,131500,13.15
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,59.99,13,2026,2,5,119000,11.9
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,59.58,5,2026,2,5,119500,11.95
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,59.91,4,2026,2,5,117000,11.7
서울 서대문구,남가좌동,DMC파크뷰자이3단지,2015,가재울미래로,59.981,9,2026,2,2,129875,12.99
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,8,2026,3,7,140500,14.05
서울 서대문구,홍은동,북한산더샵,2017,통일로,59.899,6,2026,3,16,115000,11.5
서울 서대문구,홍제동,서대문푸르지오센트럴파크,2023,통일로,59.98,14,2026,3,27,143000,14.3
서울 서대문구,홍제동,홍제센트럴IPARK,2020,통일로,59.9837,5,2026,3,14,120000,12.0
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,1,2026,3,31,115000,11.5
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,3,2026,3,31,125000,12.5
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,9,2026,3,29,125000,12.5
서울 서대문구,홍제동,서대문푸르지오센트럴파크,2023,통일로,59.94,2,2026,3,28,146500,14.65
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.93,12,2026,3,28,140000,14.0
서울 서대문구,홍은동,e편한세상서대문,2023,통일로,59.991,21,2026,3,28,119000,11.9
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.99,10,2026,3,28,139000,13.9
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,7,2026,3,25,140000,14.0
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,6,2026,3,25,132000,13.2
서울 서대문구,홍은동,e편한세상서대문,2023,통일로,59.986,6,2026,3,21,119700,11.97
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,6,2026,3,18,125000,12.5
서울 서대문구,남가좌동,DMC파크뷰자이5단지,2015,가재울미래로,59.981,5,2026,3,13,121000,12.1
서울 서대문구,홍제동,서대문푸르지오센트럴파크,2023,통일로,59.98,6,2026,3,16,147000,14.7
서울 서대문구,남가좌동,래미안남가좌2차,2005,수색로6길,59.788,3,2026,3,16,116000,11.6
서울 서대문구,홍제동,서대문푸르지오센트럴파크,2023,통일로,59.94,6,2026,3,14,150000,15.0
서울 서대문구,남가좌동,래미안루센티아,2020,거북골로,59.98,4,2026,3,11,125000,12.5
서울 서대문구,남가좌동,래미안남가좌2차,2005,수색로6길,59.788,14,2026,3,6,125000,12.5
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,59.58,12,2026,3,6,129000,12.9
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,5,2026,4,14,131000,13.1
서울 서대문구,북아현동,e편한세상신촌3단지,2018,북아현로,59.97,2,2026,4,29,133100,13.31
서울 서대문구,남가좌동,DMC금호리첸시아,2024,수색로2길,59.8295,26,2026,4,30,125000,12.5
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,16,2026,4,30,129000,12.9
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,7,2026,4,27,139500,13.95
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,59.58,14,2026,4,25,125000,12.5
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,3,2026,4,17,135000,13.5
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,9,2026,4,22,138000,13.8
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,59.91,8,2026,4,21,123800,12.38
서울 서대문구,남가좌동,DMC금호리첸시아,2024,수색로2길,59.8295,18,2026,4,18,120000,12.0
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,4,2026,4,17,131000,13.1
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.99,7,2026,4,19,139000,13.9
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,2,2026,4,19,130000,13.0
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,2,2026,4,17,135300,13.53
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,5,2026,4,17,120000,12.0
서울 서대문구,홍제동,서대문푸르지오센트럴파크,2023,통일로,59.94,4,2026,4,16,149000,14.9
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,7,2026,4,16,132500,13.25
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,12,2026,4,15,130000,13.0
서울 서대문구,홍제동,서대문푸르지오센트럴파크,2023,통일로,59.94,8,2026,4,15,147000,14.7
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.96,16,2026,4,11,143000,14.3
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,59.8,12,2026,4,11,119500,11.95
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,1,2026,4,10,116500,11.65
서울 서대문구,남가좌동,래미안루센티아,2020,거북골로,59.98,10,2026,4,9,130000,13.0
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,13,2026,4,3,120000,12.0
서울 서대문구,남가좌동,DMC파크뷰자이1단지,2015,가재울미래로,59.981,13,2026,4,3,142000,14.2
서울 서대문구,남가좌동,DMC금호리첸시아,2024,수색로2길,59.8295,20,2026,5,12,130000,13.0
서울 서대문구,남가좌동,DMC센트레빌,2009,거북골로,59.95,9,2026,5,28,118000,11.8
서울 서대문구,홍은동,e편한세상서대문,2023,통일로,59.986,25,2026,5,31,119500,11.95
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,13,2026,5,29,125000,12.5
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,12,2026,5,29,133000,13.3
서울 서대문구,남가좌동,DMC파크뷰자이5단지,2015,가재울미래로,59.981,8,2026,5,29,130000,13.0
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,11,2026,5,29,125000,12.5
서울 서대문구,남가좌동,DMC파크뷰자이2단지,2015,가재울미래로,59.981,4,2026,5,26,141000,14.1
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,59.58,13,2026,5,25,138600,13.86
서울 서대문구,남가좌동,DMC금호리첸시아,2024,수색로2길,59.8295,18,2026,5,23,128000,12.8
서울 서대문구,남가좌동,DMC파크뷰자이2단지,2015,가재울미래로,59.981,12,2026,5,23,145500,14.55
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,9,2026,5,22,140000,14.0
서울 서대문구,남가좌동,DMC센트레빌,2009,거북골로,59.95,5,2026,5,21,110000,11.0
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,8,2026,5,17,129000,12.9
서울 서대문구,홍제동,홍제원현대(459-0),2000,통일로34길,59.93,3,2026,5,19,110000,11.0
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.93,6,2026,5,15,138000,13.8
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,2,2026,5,16,131000,13.1
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.99,7,2026,5,15,140000,14.0
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,14,2026,5,14,124000,12.4
서울 서대문구,홍제동,서대문푸르지오센트럴파크,2023,통일로,59.94,9,2026,5,9,149000,14.9
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,59.91,13,2026,5,12,115000,11.5
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,8,2026,5,11,122100,12.21
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,17,2026,5,9,138000,13.8
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.99,6,2026,5,9,138500,13.85
서울 서대문구,남가좌동,DMC에코자이,2019,거북골로,59.79,7,2026,5,8,133000,13.3
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,10,2026,5,8,128000,12.8
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,59.58,13,2026,5,5,126000,12.6
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,6,2026,5,4,135500,13.55
서울 서대문구,홍제동,홍제센트럴IPARK,2020,통일로,59.9728,13,2026,5,5,132000,13.2
서울 서대문구,남가좌동,래미안루센티아,2020,거북골로,59.98,18,2026,5,2,135000,13.5
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.99,4,2026,5,1,138000,13.8
서울 서대문구,남가좌동,DMC파크뷰자이2단지,2015,가재울미래로,59.981,3,2026,6,27,146500,14.65
서울 서대문구,남가좌동,DMC파크뷰자이3단지,2015,가재울미래로,59.981,5,2026,6,3,130000,13.0
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,13,2026,6,18,144500,14.45
서울 서대문구,남가좌동,래미안루센티아,2020,거북골로,59.98,4,2026,6,6,133500,13.35
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,59.91,15,2026,6,27,125000,12.5
서울 서대문구,합동,에스케이뷰,2008,서소문로,59.956,14,2026,6,26,138000,13.8
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,59.58,9,2026,6,20,138000,13.8
서울 서대문구,남가좌동,DMC금호리첸시아,2024,수색로2길,59.8295,7,2026,6,19,128000,12.8
서울 서대문구,남가좌동,DMC파크뷰자이1단지,2015,가재울미래로,59.977,13,2026,6,17,150000,15.0
서울 서대문구,남가좌동,DMC센트레빌,2009,거북골로,59.95,2,2026,6,17,113000,11.3
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,15,2026,6,17,127000,12.7
서울 서대문구,남가좌동,DMC파크뷰자이1단지,2015,가재울미래로,59.981,12,2026,6,16,150000,15.0
서울 서대문구,남가좌동,DMC파크뷰자이4단지,2015,가재울미래로,59.981,9,2026,6,13,141000,14.1
서울 서대문구,홍제동,인왕산현대,2000,통일로34길,59.93,13,2026,6,15,114200,11.42
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,11,2026,6,13,138000,13.8
서울 서대문구,홍제동,홍제센트럴IPARK,2020,통일로,59.9837,4,2026,6,13,128000,12.8
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,6,2026,6,12,132000,13.2
서울 서대문구,남가좌동,래미안남가좌2차,2005,수색로6길,59.788,9,2026,6,11,128000,12.8
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,4,2026,6,9,141000,14.1
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,59.58,3,2026,6,10,132000,13.2
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,15,2026,6,9,140000,14.0
서울 서대문구,남가좌동,DMC금호리첸시아,2024,수색로2길,59.9772,15,2026,6,7,134000,13.4
서울 서대문구,남가좌동,DMC금호리첸시아,2024,수색로2길,59.8295,11,2026,6,6,130000,13.0
서울 서대문구,홍은동,e편한세상서대문,2023,통일로,59.991,10,2026,6,5,124500,12.45
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,59.99,11,2026,7,29,126500,12.65
서울 서대문구,홍제동,홍제원현대(459-0),2000,통일로34길,59.93,16,2026,7,31,115800,11.58
서울 서대문구,홍은동,e편한세상서대문,2023,통일로,59.986,16,2026,7,30,125000,12.5
서울 서대문구,홍제동,홍제역해링턴플레이스,2024,세무서8길,59.99,3,2026,7,25,142500,14.25
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,4,2026,7,27,138000,13.8
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,15,2026,7,21,146000,14.6
서울 서대문구,남가좌동,래미안남가좌2차,2005,수색로6길,59.788,9,2026,7,20,127000,12.7
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,6,2026,7,14,124000,12.4
서울 서대문구,남가좌동,래미안남가좌2차,2005,수색로6길,59.788,5,2026,7,17,129500,12.95
서울 서대문구,냉천동,돈의문센트레빌,2011,독립문로14길,59.98,8,2026,7,17,150000,15.0
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,7,2026,7,16,135000,13.5
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,12,2026,7,14,128500,12.85
서울 서대문구,대현동,신촌럭키,1999,이화여대길,59.7,12,2026,7,13,130000,13.0
서울 서대문구,남가좌동,래미안남가좌2차,2005,수색로6길,59.788,12,2026,7,11,131000,13.1
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,10,2026,7,10,140200,14.02
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,1,2026,7,10,123000,12.3
서울 서대문구,북아현동,두산,1999,이화여대8길,59.96,7,2026,7,7,139000,13.9
서울 서대문구,북가좌동,DMC래미안e편한세상,2012,수색로,59.97,8,2026,7,24,140000,14.0
서울 서대문구,현저동,독립문극동(200-0),1998,독립문공원길,59.58,17,2026,7,4,136500,13.65
서울 서대문구,남가좌동,DMC파크뷰자이1단지,2015,가재울미래로,59.981,7,2026,7,2,147000,14.7
서울 서대문구,남가좌동,DMC센트럴아이파크,2018,증가로,59.91,12,2026,7,3,125000,12.5
서울 서대문구,남가좌동,래미안남가좌2차,2005,수색로6길,59.788,1,2026,7,2,117500,11.75
서울 마포구,신정동,서강GS,1999,창전로,59.98,5,2026,1,28,135000,13.5
서울 마포구,공덕동,마포현대,1988,마포대로11길,59.95,1,2026,1,24,139500,13.95
서울 마포구,성산동,월드컵아이파크(667),2009,모래내로9길,59.73,14,2026,1,31,110000,11.0
서울 마포구,신수동,신촌삼익,1997,신수로,59.97,11,2026,1,30,134500,13.45
서울 마포구,신공덕동,신공덕래미안2차,2000,만리재로,59.48,14,2026,1,30,148500,14.85
서울 마포구,신수동,신촌삼익,1997,신수로,59.85,19,2026,1,26,132500,13.25
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,8,2026,1,24,123500,12.35
서울 마포구,마포동,마포쌍용황금아파트,2000,마포대로4라길,59.9,10,2026,1,23,132000,13.2
서울 마포구,망원동,마포한강아이파크,2019,희우정로,59.3813,13,2026,1,23,150000,15.0
서울 마포구,도화동,마포동원베네스트,2010,도화4길,58.65,11,2026,1,21,138000,13.8
서울 마포구,현석동,밤섬힐스테이트,1999,신수로3길,59.4,3,2026,1,2,147000,14.7
서울 마포구,망원동,마포한강아이파크,2019,희우정로,59.3813,14,2026,1,10,146500,14.65
서울 마포구,신공덕동,신공덕래미안2차,2000,만리재로,59.48,10,2026,1,11,147000,14.7
서울 마포구,도화동,마포동원베네스트,2010,도화4길,58.65,12,2026,1,6,134000,13.4
서울 마포구,공덕동,마포현대,1988,마포대로11길,59.95,9,2026,1,10,141300,14.13
서울 마포구,신공덕동,신공덕e편한세상,2007,백범로,59.62,4,2026,1,9,148000,14.8
서울 마포구,신수동,신수동성원,1998,독막로28길,59.76,9,2026,1,6,125000,12.5
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,2,2026,1,4,110000,11.0
서울 마포구,염리동,상록,1997,숭문길,58.71,12,2026,2,27,130000,13.0
서울 마포구,도화동,현대홈타운,2000,새창로8길,59.17,19,2026,2,28,143000,14.3
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,10,2026,2,27,125000,12.5
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,8,2026,2,24,124000,12.4
서울 마포구,신수동,신수동성원,1998,독막로28길,59.76,2,2026,2,23,110000,11.0
서울 마포구,공덕동,마포현대,1988,마포대로11길,59.95,13,2026,2,20,149000,14.9
서울 마포구,신수동,신촌삼익,1997,신수로,59.85,12,2026,2,13,141000,14.1
서울 마포구,공덕동,마포현대,1988,마포대로11길,59.95,9,2026,2,11,149000,14.9
서울 마포구,마포동,마포쌍용황금아파트,2000,마포대로4라길,59.9,6,2026,2,6,149000,14.9
서울 마포구,공덕동,마포현대,1988,마포대로11길,59.95,8,2026,2,4,145000,14.5
서울 마포구,신수동,신수동성원,1998,독막로28길,59.76,12,2026,3,31,124000,12.4
서울 마포구,염리동,상록,1997,숭문길,58.71,6,2026,3,28,122000,12.2
서울 마포구,염리동,상록,1997,숭문길,58.71,14,2026,3,14,140000,14.0
서울 마포구,신수동,신촌삼익,1997,신수로,59.97,7,2026,3,7,137500,13.75
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,14,2026,3,2,126000,12.6
서울 마포구,마포동,마포쌍용황금아파트,2000,마포대로4라길,59.9,11,2026,4,27,143000,14.3
서울 마포구,창전동,창전동현대홈타운,2005,서강로,59.651,15,2026,4,21,120000,12.0
서울 마포구,염리동,염리삼성래미안,2001,백범로25길,59.52,14,2026,4,20,150000,15.0
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,12,2026,4,18,120000,12.0
서울 마포구,현석동,밤섬힐스테이트,1999,신수로3길,59.4,16,2026,4,16,150000,15.0
서울 마포구,창전동,창전래미안,1998,서강로,59.94,7,2026,4,10,138000,13.8
서울 마포구,신수동,신수동성원,1998,독막로28길,59.76,9,2026,4,1,123000,12.3
서울 마포구,도화동,현대홈타운,2000,새창로8길,59.17,20,2026,4,7,150000,15.0
서울 마포구,신수동,신수동성원,1998,독막로28길,59.76,12,2026,5,16,127000,12.7
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.84,12,2026,5,25,126000,12.6
서울 마포구,공덕동,마포현대,1988,마포대로11길,59.95,6,2026,5,25,149900,14.99
서울 마포구,염리동,상록,1997,숭문길,58.71,2,2026,5,23,125800,12.58
서울 마포구,창전동,창전래미안,1998,서강로,59.94,17,2026,5,21,147000,14.7
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,15,2026,5,16,130000,13.0
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,6,2026,5,14,146000,14.6
서울 마포구,신정동,서강GS,1999,창전로,59.98,2,2026,5,14,143000,14.3
서울 마포구,신정동,서강GS,1999,창전로,59.98,16,2026,5,2,150000,15.0
서울 마포구,마포동,마포쌍용황금아파트,2000,마포대로4라길,59.9,11,2026,5,9,143000,14.3
서울 마포구,성산동,월드컵아이파크(667),2009,모래내로9길,59.73,14,2026,5,8,115000,11.5
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.84,7,2026,5,7,128000,12.8
서울 마포구,도화동,마포동원베네스트,2010,도화4길,58.65,11,2026,5,8,145000,14.5
서울 마포구,신수동,신촌삼익,1997,신수로,59.85,20,2026,5,8,140000,14.0
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,19,2026,5,1,122000,12.2
서울 마포구,창전동,창전래미안,1998,서강로,59.94,2,2026,6,23,139000,13.9
서울 마포구,도화동,한화오벨리스크,2004,마포대로,59.0,34,2026,6,21,110000,11.0
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.84,5,2026,6,17,129500,12.95
서울 마포구,성산동,월드컵아이파크(667),2009,모래내로9길,59.73,3,2026,6,6,112500,11.25
서울 마포구,창전동,창전래미안,1998,서강로,59.94,3,2026,6,3,140000,14.0
서울 마포구,연남동,코오롱,2003,연남로,59.76,10,2026,7,20,110000,11.0
서울 마포구,염리동,상록,1997,숭문길,58.71,3,2026,7,14,127500,12.75
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,17,2026,7,11,128000,12.8
서울 마포구,상암동,상암월드컵파크2단지,2003,월드컵북로47길,59.92,12,2026,7,6,132000,13.2
서울 마포구,창전동,창전래미안,1998,서강로,59.94,7,2026,7,4,144500,14.45
서울 양천구,신정동,목동2삼성래미안,2001,목동남로4길,59.92,5,2026,1,31,115500,11.55
서울 양천구,신정동,호반써밋목동,2022,중앙로29길,59.9182,8,2026,1,27,145000,14.5
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,14,2026,1,18,111500,11.15
서울 양천구,신정동,래미안목동아델리체(119동~123동),2021,중앙로43길,59.82,10,2026,1,17,140000,14.0
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.9846,1,2026,1,17,117000,11.7
서울 양천구,신정동,래미안목동아델리체(119동~123동),2021,중앙로43길,59.82,15,2026,1,16,141000,14.1
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,59.98,3,2026,1,13,115000,11.5
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,59.98,8,2026,1,7,115000,11.5
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,12,2026,1,9,110000,11.0
서울 양천구,신월동,목동센트럴아이파크위브4단지,2020,남부순환로83길,59.68,16,2026,2,26,125000,12.5
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.984,2,2026,2,20,125000,12.5
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,21,2026,2,20,120000,12.0
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,59.98,15,2026,2,23,128000,12.8
서울 양천구,신정동,목동2삼성래미안,2001,목동남로4길,59.92,3,2026,2,13,115000,11.5
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,59.98,3,2026,2,10,120000,12.0
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,18,2026,2,12,122000,12.2
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,19,2026,2,12,120000,12.0
서울 양천구,신월동,목동센트럴아이파크위브3단지,2020,남부순환로83길,59.88,12,2026,2,11,121000,12.1
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,59.98,3,2026,2,7,117800,11.78
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.68,6,2026,2,6,116000,11.6
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.9846,6,2026,2,3,128000,12.8
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.9846,7,2026,2,1,126500,12.65
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.9846,11,2026,3,25,125000,12.5
서울 양천구,신월동,목동센트럴아이파크위브3단지,2020,남부순환로83길,59.97,13,2026,3,26,122000,12.2
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.9846,1,2026,3,25,122000,12.2
서울 양천구,신월동,목동센트럴아이파크위브1단지,2020,남부순환로83길,59.68,9,2026,3,21,122000,12.2
서울 양천구,신월동,목동센트럴아이파크위브1단지,2020,남부순환로83길,59.88,11,2026,4,25,120000,12.0
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,13,2026,4,23,122000,12.2
서울 양천구,신정동,호반써밋목동,2022,중앙로29길,59.9182,5,2026,4,10,142500,14.25
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.984,10,2026,4,8,134000,13.4
서울 양천구,신월동,목동센트럴아이파크위브3단지,2020,남부순환로83길,59.88,7,2026,4,6,120000,12.0
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,10,2026,4,4,121000,12.1
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,59.98,5,2026,5,31,133000,13.3
서울 양천구,목동,삼익,1997,목동동로12길,59.87,5,2026,5,21,123000,12.3
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,13,2026,5,25,122000,12.2
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,59.98,17,2026,5,14,129000,12.9
서울 양천구,목동,진도2,1999,목동동로,59.46,3,2026,5,14,150000,15.0
서울 양천구,신월동,롯데캐슬,2014,중앙로29길,59.747,12,2026,5,10,110000,11.0
서울 양천구,신월동,목동센트럴아이파크위브4단지,2020,남부순환로83길,59.68,17,2026,5,8,123500,12.35
서울 양천구,신정동,목동2삼성래미안,2001,목동남로4길,59.54,1,2026,5,4,126000,12.6
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,4,2026,6,13,122500,12.25
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,59.98,6,2026,6,6,127000,12.7
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.68,16,2026,6,20,123000,12.3
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.9846,3,2026,6,22,128000,12.8
서울 양천구,신월동,롯데캐슬,2014,중앙로29길,59.747,9,2026,6,19,113000,11.3
서울 양천구,신정동,호반써밋목동,2022,중앙로29길,59.9488,3,2026,6,17,147000,14.7
서울 양천구,신월동,목동센트럴아이파크위브4단지,2020,남부순환로83길,59.68,14,2026,6,17,125000,12.5
서울 양천구,신월동,목동센트럴아이파크위브2단지,2020,남부순환로83길,59.88,4,2026,6,14,122500,12.25
서울 양천구,신월동,목동센트럴아이파크위브3단지,2020,남부순환로83길,59.88,9,2026,6,13,115700,11.57
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.984,6,2026,6,12,135000,13.5
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.984,13,2026,6,5,132000,13.2
서울 양천구,신월동,롯데캐슬,2014,중앙로29길,59.747,20,2026,6,3,112000,11.2
서울 양천구,목동,목동롯데캐슬마에스트로,2019,목동중앙북로8길,59.9846,13,2026,7,24,136000,13.6
서울 양천구,신월동,목동센트럴아이파크위브4단지,2020,남부순환로83길,59.68,19,2026,7,20,124000,12.4
서울 양천구,목동,롯데캐슬위너,2005,목동중앙북로,59.98,5,2026,7,15,136000,13.6
